189	2	4504.67	6579	0
190	2	7415.52	1192	0
191	3	0	10812	0
192	4	4714.51	7485	10906
193	1	4781.36	1183	0
194	1	7285.08	10329	0
195	2	6986.29	6874	0
196	4	3685.93	4379	2154
197	4	5070.78	3018	3561
198	3	0	6040	0
199	2	765.40	1356	0
200	3	0	3551	0
201	3	0	6242	0
202	3	0	9763	0
203	2	8963.63	6338	0
204	3	0	3474	0
205	1	8856.37	6714	0
206	1	2573.05	3095	0
207	3	0	5737	0
208	1	451.04	8625	0
209	4	6075.69	8895	4903
210	3	0	9485	0
211	3	0	2050	0
212	4	4875.26	6021	10179
213	4	7545.23	4471	6238
214	1	7581.15	5501	0
215	3	0	4394	0
216	2	9488.69	7130	0
217	4	1059.20	3587	7448
218	3	0	3831	0
219	3	0	8202	0
220	1	5734.23	9927	0
221	3	0	8256	0
222	4	9032.93	1622	9468
223	1	8773.43	6792	0
224	4	8643.95	8692	4180
225	2	3464.15	1648	0
226	1	4561.59	4152	0
227	1	6201.84	9188	0
228	1	4535.63	9047	0
229	2	3406.10	6800	0
230	1	280.71	10476	0
231	1	4593.78	7483	0
232	4	3132.28	9714	4390
233	3	0	5889	0
234	2	7216.45	5065	0
235	2	9627.47	2988	0
236	1	2282.21	10835	0
237	2	2247.01	10073	0
238	3	0	10642	0
239	2	9547.38	9504	0
240	3	0	5583	0
241	4	7851.18	1230	10972
242	4	6926.52	3179	9918
243	3	0	5886	0
244	1	8190.78	2906	0
245	2	7368.33	5879	0
246	3	0	8333	0
247	2	498.45	6708	0
248	1	2467.24	4867	0
249	1	7740.02	6255	0
250	1	2360.89	9133	0
251	3	0	9915	0
252	2	9594.01	3955	0
253	2	7964.11	9258	0
254	3	0	2513	0
255	1	7230.43	5142	0
256	3	0	4632	0
257	4	1229.00	7821	9325
258	2	4980.41	9994	0
259	2	2396.48	9803	0
260	2	5227.25	7528	0
261	1	5456.80	7163	0
262	2	5566.12	7066	0
263	4	2929.91	8891	1837
264	3	0	4107	0
265	3	0	5079	0
266	2	1033.47	3823	0
267	4	9809.64	7514	3527
268	2	1341.27	5426	0
269	1	3534.99	10392	0
270	1	3494.98	4531	0
271	1	2438.17	7375	0
272	2	2977.51	9702	0
273	1	151.91	7983	0
274	4	4793.40	5770	6496
275	3	0	2177	0
276	4	1925.43	9103	4917
277	3	0	5874	0
278	2	9693.30	2335	0
279	2	5435.06	10675	0
280	2	3159.95	10234	0
281	1	8285.52	6771	0
282	2	9597.87	8109	0
283	2	1746.52	10406	0
284	2	6060.03	4304	0
285	1	8851.17	2962	0
286	4	8164.14	3069	6185
287	3	0	1483	0
288	3	0	3217	0
289	4	5953.95	5738	4835
290	2	9443.85	2400	0
291	1	5833.66	2602	0
292	3	0	10687	0
293	2	1284.17	10858	0
294	2	1139.90	2599	0
295	2	7655.28	6006	0
296	2	6485.56	5762	0
297	3	0	1281	0
298	1	3228.36	7965	0
299	1	1089.88	7047	0
300	2	3468.59	2156	0
301	1	8949.49	9764	0
302	2	1180.03	4503	0
303	3	0	10627	0
304	3	0	1428	0
305	3	0	8237	0
306	3	0	7383	0
307	1	8779.26	7261	0
308	3	0	4763	0
309	1	8867.26	8850	0
310	3	0	2927	0
311	3	0	7372	0
312	4	4691.87	2266	8581
313	4	9760.06	8503	9768
314	3	0	10438	0
315	3	0	8738	0
316	4	1334.93	8635	3629
317	4	1327.40	1016	4221
318	4	6341.95	7943	5635
319	2	6303.81	4085	0
320	3	0	5983	0
321	4	1022.69	10675	3507
322	3	0	3724	0
323	2	5192.47	1392	0
324	2	5767.46	8642	0
325	4	6053.02	3855	4799
326	2	1718.23	5220	0
327	4	335.91	7231	2809
328	4	2852.78	8908	10945
329	4	1199.35	8794	4830
330	1	8032.51	4932	0
331	1	5043.30	6518	0
332	3	0	8768	0
333	4	712.61	7712	2153
334	4	9131.80	7777	10733
335	3	0	3121	0
336	1	5224.57	10034	0
337	2	3349.05	5502	0
338	1	3040.70	3526	0
339	2	7377.98	7602	0
340	1	8052.50	9910	0
341	4	3757.84	6000	4688
342	4	6468.37	8308	10254
343	4	7185.88	1989	10668
344	2	3995.79	5754	0
345	4	362.97	7527	3242
346	1	7714.52	2493	0
347	4	3682.92	7930	6768
348	2	721.41	2834	0
349	3	0	1909	0
350	4	9250.80	5486	6454
351	2	7403.47	8560	0
352	3	0	1854	0
353	2	0.31	8939	0
354	2	2688.19	1990	0
355	3	0	10140	0
356	4	3163.70	7551	6292
357	4	9159.91	7199	1182
358	2	4011.86	4027	0
359	3	0	6475	0
360	2	4768.43	5626	0
361	4	71.77	3611	1412
362	2	2852.32	7637	0
363	2	2609.56	6116	0
364	2	1098.70	2801	0
365	3	0	4007	0
366	2	8360.83	6756	0
367	3	0	4563	0
368	1	6529.95	5390	0
369	1	8582.29	6343	0
370	3	0	8619	0
371	3	0	3822	0
372	2	8580.70	6465	0
373	2	1449.60	4430	0
374	1	3372.62	1730	0
375	1	781.45	7407	0
376	4	4820.94	5630	9857
377	3	0	6696	0
378	4	9464.20	6075	7454
379	2	3267.81	3463	0
380	3	0	3405	0
381	4	9120.81	5502	10578
382	2	2735.50	6232	0
383	4	7653.74	2998	7460
384	3	0	5501	0
385	1	1531.48	4733	0
386	3	0	3072	0
387	3	0	1703	0
388	1	1861.85	5334	0
389	2	3809.30	2172	0
390	3	0	3379	0
391	1	6146.89	5162	0
392	1	1882.16	9200	0
393	4	6962.13	3831	4521
394	1	5615.08	7890	0
395	2	5934.77	5866	0
396	2	8888.63	8729	0
397	1	8077.91	3679	0
398	1	5274.49	5256	0
399	1	4423.41	6146	0
400	4	6930.39	4406	2394
401	4	1871.13	5837	8338
402	1	3958.34	7025	0
403	3	0	5971	0
404	3	0	6467	0
405	2	6109.61	8283	0
406	3	0	4920	0
407	2	5428.04	5315	0
408	3	0	6900	0
409	4	6138.70	1199	5697
410	4	2632.34	6446	9224
411	3	0	10969	0
412	3	0	2418	0
413	1	6316.82	4567	0
414	1	5157.48	4214	0
415	3	0	6969	0
416	2	8299.99	4341	0
417	2	7723.19	10760	0
418	3	0	6290	0
419	3	0	3891	0
420	1	2124.83	10743	0
421	1	6155.62	7457	0
422	4	6909.82	10182	5332
423	3	0	3423	0
424	3	0	10617	0
425	1	6299.62	1754	0
426	4	3155.41	4009	7131
427	4	2910.30	4638	2230
428	4	8343.28	8683	7845
429	2	9574.23	6354	0
430	1	7447.20	8187	0
431	2	2797.58	1045	0
432	4	1982.01	2258	3822
433	1	4588.48	7273	0
434	4	7349.75	10673	4901
435	3	0	3507	0
436	2	6929.47	5209	0
437	2	6806.84	3515	0
438	2	8655.81	3033	0
439	2	9424.18	2027	0
440	2	8333.22	2143	0
441	1	9933.80	7096	0
442	2	5997.84	3230	0
443	3	0	10404	0
444	2	101.15	3554	0
445	4	8086.33	8572	7466
446	4	6275.76	7941	10631
447	2	2809.60	6135	0
448	1	9725.92	5371	0
449	3	0	7278	0
450	3	0	2773	0
451	2	1514.54	7903	0
452	2	2171.12	1712	0
453	4	4212.43	4396	9479
454	2	3806.88	7691	0
455	3	0	8035	0
456	2	8102.85	9854	0
457	1	7615.62	8192	0
458	4	6448.47	2697	5086
459	2	7800.14	8027	0
460	1	6943.49	7071	0
461	2	5234.12	9111	0
462	1	8240.76	7958	0
463	1	3471.62	10182	0
464	4	6927.80	8741	2751
465	4	5097.54	7294	5761
466	1	7719.45	6330	0
467	2	1409.40	6698	0
468	2	5798.73	4492	0
469	2	2227.58	7760	0
470	4	4957.84	10811	7344
471	4	6601.71	7822	2157
472	3	0	3821	0
473	4	8311.83	7461	2917
474	2	4768.42	2012	0
475	1	3064.86	7043	0
476	3	0	6183	0
477	1	970.89	8333	0
478	1	9132.66	4458	0
479	4	4537.39	5447	2415
480	4	1596.98	5494	4182
481	1	7956.30	9733	0
482	3	0	7870	0
483	1	4684.61	1885	0
484	4	5352.81	8231	8917
485	3	0	5411	0
486	1	7632.66	10935	0
487	1	4343.60	9035	0
488	2	317.90	4230	0
489	1	1696.15	4338	0
490	3	0	8302	0
491	3	0	9457	0
492	2	6286.49	2507	0
493	4	1473.28	4007	8191
494	3	0	6519	0
495	2	2850.53	6667	0
496	4	6987.51	8023	2424
497	4	7283.62	1704	8328
498	2	8704.96	10887	0
499	3	0	6594	0
500	1	116.91	3919	0
501	2	5677.66	2071	0
502	2	4628.22	5259	0
503	4	4731.08	10014	2226
504	3	0	4490	0
505	4	3592.73	2077	10775
506	3	0	7912	0
507	2	7959.83	9405	0
508	2	77.99	9722	0
509	2	7037.65	2024	0
510	4	996.83	6595	6425
511	1	4033.05	3182	0
512	1	2427.94	5973	0
513	3	0	4180	0
514	1	322.11	4971	0
515	4	2010.12	9294	3209
516	1	4579.50	6683	0
517	4	1354.24	3758	10375
518	1	129.03	5640	0
519	3	0	5989	0
520	2	6555.83	10625	0
521	4	230.74	7811	6943
522	3	0	3782	0
523	2	4146.79	9132	0
524	1	7789.58	1247	0
525	1	6450.63	1876	0
526	4	5389.95	1913	6266
527	1	3653.13	7811	0
528	2	8423.81	1791	0
529	3	0	5288	0
530	3	0	8320	0
531	2	0.48	4381	0
532	1	6142.67	9023	0
533	2	4937.54	10459	0
534	3	0	1420	0
535	3	0	10181	0
536	4	2981.13	9869	3658
537	3	0	9176	0
538	4	8782.40	9365	2524
539	3	0	4249	0
540	3	0	3670	0
541	4	4079.23	2653	4430
542	4	9919.91	10464	5702
543	2	241.76	1407	0
544	2	9020.93	10610	0
545	2	4637.96	6859	0
546	3	0	9353	0
547	1	9630.74	10928	0
548	3	0	8174	0
549	2	7127.77	10915	0
550	2	5979.88	5008	0
551	3	0	8488	0
552	3	0	4429	0
553	3	0	1902	0
554	3	0	5970	0
555	4	539.86	7422	8038
556	3	0	5983	0
557	2	1379.89	4013	0
558	1	8086.56	8972	0
559	3	0	5629	0
560	4	2654.08	5433	6406
561	1	3888.86	10566	0
562	3	0	10713	0
563	4	3902.57	8351	5418
564	3	0	7728	0
565	3	0	6928	0
566	3	0	2959	0
567	3	0	7203	0
568	1	9515.62	3604	0
569	3	0	5589	0
570	3	0	1034	0
571	1	9401.72	3006	0
572	3	0	4707	0
573	4	9843.09	2941	1599
574	1	1996.79	5692	0
575	4	1055.53	3002	8166
576	3	0	7056	0
577	2	9098.92	4497	0
578	3	0	10114	0
579	2	9340.83	8221	0
580	1	111.97	3637	0
581	2	4419.51	6684	0
582	4	2359.85	3677	3105
583	2	7373.86	1191	0
584	1	7883.67	10201	0
585	1	8675.23	10621	0
586	2	5491.35	5809	0
587	4	321.80	5459	2683
588	1	6499.24	10535	0
589	4	8768.39	5684	3164
590	2	263.97	5871	0
591	4	7147.15	5618	5115
592	3	0	4484	0
593	2	5695.82	5792	0
594	3	0	2300	0
595	1	8763.03	3959	0
596	4	6268.46	6279	1761
597	1	2865.57	6677	0
598	1	4367.71	5339	0
599	3	0	9082	0
600	3	0	9468	0
601	1	1850.34	10549	0
602	1	1584.51	10453	0
603	3	0	9723	0
604	3	0	3331	0
605	1	255.46	3946	0
606	3	0	9046	0
607	4	3698.52	1037	6956
608	3	0	4123	0
609	2	673.56	9725	0
610	3	0	6798	0
611	2	4708.36	2605	0
612	4	9859.44	6920	7074
613	3	0	10109	0
614	3	0	1404	0
615	1	4090.19	1397	0
616	2	3864.99	6196	0
617	4	3912.12	1926	9046
618	3	0	3671	0
619	1	4308.40	4337	0
620	3	0	5673	0
621	2	2454.69	2058	0
622	2	7053.06	3181	0
623	2	3781.57	8103	0
624	1	552.79	9562	0
625	2	5428.58	1418	0
626	4	7219.64	9365	2261
627	4	6363.50	3673	2602
628	3	0	1843	0
629	3	0	5903	0
630	4	1535.75	5444	8679
631	2	1757.86	3707	0
632	2	8571.90	7768	0
633	2	9787.48	3407	0
634	3	0	9610	0
635	1	5774.01	9064	0
636	3	0	4402	0
637	3	0	6581	0
638	3	0	10628	0
639	4	1000.59	2081	6372
640	1	5168.45	5340	0
641	2	1594.90	5196	0
642	2	6691.76	4074	0
643	4	1696.88	5326	2443
644	1	8947.39	6514	0
645	2	7298.44	2129	0
646	3	0	8194	0
647	4	3398.63	8209	3037
648	4	9048.16	8206	1005
649	4	9317.44	8845	5353
650	2	2129.39	6338	0
651	1	1528.41	1362	0
652	2	6623.89	4250	0
653	1	7780.52	1109	0
654	4	9553.00	1201	6788
655	4	122.20	6468	2045
656	3	0	4724	0
657	1	4840.09	6774	0
658	2	8751.34	10853	0
659	2	8855.30	1824	0
660	2	7620.22	2579	0
661	3	0	10485	0
662	1	6504.46	4486	0
663	2	4843.61	2600	0
664	1	7964.25	4225	0
665	4	2622.86	9169	6653
666	1	2662.46	8545	0
667	1	2531.03	1807	0
668	4	5125.38	3556	8246
669	1	499.50	8577	0
670	4	5747.08	1342	6081
671	3	0	3935	0
672	3	0	4126	0
673	2	6931.15	9005	0
674	3	0	8893	0
675	2	5815.73	4208	0
676	3	0	8950	0
677	1	1596.74	3047	0
678	3	0	2628	0
679	3	0	6167	0
680	4	355.08	9731	7293
681	2	2365.05	4688	0
682	4	8278.10	10686	4155
683	2	5249.31	1045	0
684	2	5073.47	5686	0
685	2	9878.30	8565	0
686	2	2520.94	2576	0
687	4	6102.02	3591	6580
688	2	352.44	3277	0
689	1	1176.62	10764	0
690	4	4398.76	1037	2299
691	2	9513.00	2135	0
692	1	6130.45	8206	0
693	2	5686.20	7316	0
694	1	4853.73	5589	0
695	4	6755.66	5762	10529
696	4	7241.93	10292	6967
697	1	3288.14	4868	0
698	4	3213.27	7314	6768
699	2	8155.02	3351	0
700	3	0	9324	0
701	3	0	10903	0
702	2	4329.27	7616	0
703	1	7550.74	8035	0
704	1	928.65	8357	0
705	4	4785.15	10843	6318
706	1	6152.59	4962	0
707	4	3325.00	1269	7272
708	3	0	6682	0
709	3	0	9300	0
710	1	4020.07	8279	0
711	2	9599.41	4773	0
712	4	4750.56	8133	5603
713	3	0	9967	0
714	3	0	8325	0
715	1	3669.20	7191	0
716	1	927.70	3519	0
717	3	0	5166	0
718	1	327.90	8033	0
719	4	6873.55	1509	6597
720	4	4074.44	10295	8452
721	2	6219.58	10171	0
722	1	2057.10	7791	0
723	3	0	9000	0
724	4	4554.72	2863	3665
725	2	9311.93	5101	0
726	1	1250.32	6427	0
727	2	8261.25	8699	0
728	4	6803.45	3470	5535
729	2	7304.24	2650	0
730	3	0	7705	0
731	3	0	3239	0
732	2	865.86	7307	0
733	2	1897.84	3503	0
734	2	2049.98	6845	0
735	4	144.41	5678	2718
736	4	5742.00	1108	5915
737	2	6165.43	10232	0
738	3	0	9396	0
739	2	3081.62	1951	0
740	2	6060.84	5337	0
741	3	0	2509	0
742	4	3293.36	10146	8089
743	3	0	8348	0
744	1	9264.03	3453	0
745	3	0	9671	0
746	1	9967.30	4897	0
747	4	7681.21	10244	6820
748	2	9593.29	7703	0
749	1	1206.43	6076	0
750	3	0	1379	0
751	1	1473.26	3989	0
752	1	8129.67	4178	0
753	2	7278.60	10236	0
754	4	6599.20	1160	7493
755	4	934.11	2076	9807
756	1	6670.23	8240	0
757	4	6152.19	10844	7368
758	1	9152.75	4402	0
759	4	1424.93	5243	6550
760	1	3358.95	6658	0
761	3	0	8131	0
762	3	0	5475	0
763	4	2944.08	9290	5593
764	4	182.03	5748	3379
765	3	0	6491	0
766	4	7897.91	4012	1203
767	2	1626.28	3984	0
768	1	2551.56	3118	0
769	2	5665.76	3138	0
770	1	4938.31	8078	0
771	1	8402.04	6088	0
772	4	5172.44	8780	2801
773	4	1328.12	4563	6756
774	1	5753.59	5118	0
775	4	3598.50	7837	8105
776	1	5223.15	7626	0
777	1	8516.96	6563	0
778	3	0	7530	0
779	4	2009.86	3915	8470
780	1	5016.57	2851	0
781	4	212.74	5281	2212
782	4	5745.90	5978	2763
783	1	2877.20	1648	0
784	4	5381.38	9742	10317
785	1	6358.04	9124	0
786	1	7773.88	6602	0
787	3	0	1156	0
788	1	5711.99	10771	0
789	3	0	1562	0
790	3	0	10811	0
791	1	4847.38	5577	0
792	1	966.36	4081	0
793	3	0	10780	0
794	4	250.55	5235	4625
795	2	5754.78	2812	0
796	3	0	9343	0
797	1	6321.54	7715	0
798	2	5423.33	6552	0
799	3	0	2335	0
800	2	9111.96	8937	0
801	4	8207.78	7410	10038
802	2	3151.78	7963	0
803	2	3101.97	1544	0
804	2	6924.86	10180	0
805	4	5642.58	8090	5143
806	4	8371.51	9920	8648
807	2	9470.56	4356	0
808	1	8358.12	10528	0
809	3	0	7370	0
810	4	3203.40	10563	3230
811	3	0	6523	0
812	2	3704.24	10277	0
813	3	0	3924	0
814	3	0	7800	0
815	2	5892.08	9469	0
816	4	8325.66	3009	4925
817	1	9103.10	4397	0
818	1	7813.27	8318	0
819	3	0	10656	0
820	4	7509.10	5416	7694
821	2	437.54	5785	0
822	4	7085.23	9136	3426
823	4	3610.39	7316	10095
824	1	7871.95	6393	0
825	4	5726.29	7079	8272
826	3	0	1249	0
827	4	9373.95	3671	2454
828	2	4828.06	7522	0
829	1	1362.02	5900	0
830	3	0	3981	0
831	4	4341.50	8971	2664
832	1	6480.23	8525	0
833	2	1700.32	4833	0
834	2	3823.85	3571	0
835	2	7930.02	10954	0
836	2	5352.13	7273	0
837	3	0	6469	0
838	1	2828.37	10872	0
839	1	5761.25	2732	0
840	1	8801.29	5128	0
841	2	5850.31	8759	0
842	3	0	10993	0
843	2	3736.16	7710	0
844	3	0	2209	0
845	4	6206.75	3265	10739
846	4	2586.60	3011	4442
847	4	3181.43	2332	9182
848	4	6917.23	1262	1883
849	3	0	1143	0
850	1	7861.82	5667	0
851	2	7935.00	6587	0
852	4	1221.28	8465	7675
853	1	5099.83	3056	0
854	1	7563.54	8742	0
855	1	5308.24	6830	0
856	2	2645.15	8800	0
857	1	3269.42	8540	0
858	2	6351.78	8196	0
859	2	6035.97	5488	0
860	4	569.97	6816	7197
861	2	6325.44	5652	0
862	1	8726.43	8669	0
863	2	3573.03	1777	0
864	1	3392.94	2902	0
865	3	0	5221	0
866	3	0	9606	0
867	4	3894.73	4751	9359
868	1	3692.49	8526	0
869	3	0	9130	0
870	4	2843.62	4751	9528
871	2	1348.61	6849	0
872	3	0	10343	0
873	4	3773.11	5331	7821
874	1	6310.31	3474	0
875	4	3310.44	1197	8078
876	1	1545.50	9923	0
877	1	7142.57	7624	0
878	3	0	5678	0
879	3	0	10234	0
880	3	0	1764	0
881	3	0	4617	0
882	3	0	8927	0
883	3	0	6572	0
884	1	8104.47	9984	0
885	1	7644.62	10654	0
886	2	6535.62	5840	0
887	4	1418.14	10104	8318
888	3	0	7023	0
889	3	0	6694	0
890	1	6891.68	7504	0
891	1	4318.85	5433	0
892	4	55.24	2814	5633
893	4	6747.28	6946	2935
894	3	0	1719	0
895	1	3053.01	3369	0
896	2	9716.26	1301	0
897	4	5870.11	8338	10122
898	2	6292.24	5745	0
899	1	6528.71	6888	0
900	3	0	6473	0
901	3	0	9079	0
902	2	260.40	9168	0
903	4	9619.31	1521	8494
904	1	8987.06	8768	0
905	1	7380.61	9009	0
906	1	9383.04	2680	0
907	1	4023.14	9184	0
908	2	7180.95	5093	0
909	4	7892.13	2130	1154
910	2	6457.43	2614	0
911	2	3537.60	3654	0
912	3	0	6529	0
913	4	7508.65	4093	4126
914	4	4516.55	6480	1445
915	1	1480.02	7610	0
916	2	1241.65	4045	0
917	2	1891.93	9143	0
918	2	8085.29	6697	0
919	3	0	4724	0
920	1	4796.72	6846	0
921	4	981.49	2901	4798
922	1	1172.47	3082	0
923	2	1194.99	5732	0
924	2	6993.23	2780	0
925	3	0	4871	0
926	3	0	4010	0
927	1	4071.82	8888	0
928	1	2630.16	9420	0
929	4	5580.11	3339	5250
930	2	3325.89	5562	0
931	2	2620.24	2709	0
932	2	1179.24	4779	0
933	1	737.69	6127	0
934	4	7546.26	7948	7036
935	1	4445.99	4813	0
936	3	0	5404	0
937	3	0	6580	0
938	3	0	2572	0
939	2	2049.97	6882	0
940	1	9650.50	3444	0
941	4	3979.99	9201	9927
942	4	5256.82	3297	1165
943	1	4499.40	5061	0
944	3	0	9136	0
945	1	5781.86	3657	0
946	4	5543.19	9769	10803
947	4	1961.79	2116	2985
948	4	3348.24	3080	5989
949	4	3108.46	1096	5110
950	4	5224.79	7191	2608
951	1	144.75	3846	0
952	1	9254.65	8095	0
953	1	6395.52	3344	0
954	1	4788.36	1324	0
955	2	1322.61	2776	0
956	2	5188.73	10532	0
957	1	9846.71	10587	0
958	3	0	4048	0
959	1	7552.43	5505	0
960	1	5794.38	6272	0
961	1	8567.39	7814	0
962	1	2401.31	1310	0
963	3	0	3078	0
964	4	895.36	10820	9582
965	4	9763.60	7368	3274
966	3	0	2101	0
967	2	8631.94	10531	0
968	2	7540.20	8555	0
969	1	5909.28	4985	0
970	3	0	4055	0
971	3	0	6381	0
972	1	2684.80	8033	0
973	2	9738.66	8340	0
974	3	0	2275	0
975	2	3872.57	8788	0
976	4	6678.41	7949	7067
977	1	4876.73	5258	0
978	1	2943.43	4841	0
979	3	0	8239	0
980	1	3477.79	9158	0
981	1	2039.31	10695	0
982	3	0	8863	0
983	4	3398.08	2941	10429
984	3	0	9278	0
985	2	8155.39	1146	0
986	2	9231.92	4391	0
987	3	0	10674	0
988	2	3852.80	6484	0
989	1	4905.89	3547	0
990	3	0	3422	0
991	3	0	5782	0
992	4	2080.69	8947	8804
993	4	1173.64	1446	5235
994	3	0	4198	0
995	2	8256.06	4226	0
996	1	5860.18	9471	0
997	3	0	10226	0
998	3	0	1995	0
999	3	0	5457	0
1000	3	0	8183	0
1001	4	2676.71	4827	5387
1002	2	609.86	8274	0
1003	1	2919.06	5689	0
1004	2	7470.40	7610	0
1005	1	4724.58	5723	0
1006	2	7881.96	2687	0
1007	1	7239.41	5597	0
1008	2	5661.89	2642	0
1009	2	3841.96	5886	0
1010	4	4145.13	9264	9984
1011	2	8040.68	9895	0
1012	1	8659.62	1245	0
1013	2	3302.65	4031	0
1014	3	0	6417	0
1015	2	3217.90	8616	0
1016	3	0	10105	0
1017	1	2644.89	8633	0
1018	2	8759.13	5038	0
1019	3	0	1559	0
1020	3	0	5679	0
1021	3	0	5172	0
1022	2	8943.79	10094	0
1023	3	0	6280	0
1024	1	2641.77	9302	0
1025	4	2576.15	6821	1182
1026	1	6563.65	7373	0
1027	3	0	3564	0
1028	1	8845.13	3540	0
1029	4	6851.86	10317	10460
1030	4	2781.58	1320	2904
1031	3	0	7093	0
1032	1	7038.69	7969	0
1033	3	0	4268	0
1034	4	1202.10	8025	5721
1035	1	4046.99	6805	0
1036	2	3523.13	6343	0
1037	4	4034.81	9034	10519
1038	1	7570.83	9828	0
1039	2	989.69	2111	0
1040	2	5.63	9980	0
1041	1	5276.19	3616	0
1042	3	0	6856	0
1043	4	3552.43	1300	2331
1044	1	6859.04	6407	0
1045	4	893.62	5751	4372
